,Human Universal Affordance,Funtional Name,Objects,Counts,Reference 1,Reference 2,Reference 3,Cultures (From References),Dollar Street topic,image id
208,Cooking,holding food during cooking,pan,154,"Condon, R. G. (Richard G. (1983). Inuit behavior and seasonal change in the Canadian Arctic. In Studies in cultural anthropology (p. 228). UMI Research Press. https://ehrafworldcultures.yale.edu/document?id=nd08-034",,,America-Canada,cooking pots,assets/5d4bed05cf0b3a0f3f34edc0/5d4bed05cf0b3a0f3f34edc0.jpg
209,Cooking,holding food during cooking,kettle,13,"Waheenee, & Wilson, G. L. (1987). Buffalo Bird Woman’s garden: agriculture of the Hidatsa Indians. In Borealis (pp. xxiii, 129). pp 37. Minnesota Historical Society Press. https://ehrafworldcultures.yale.edu/document?id=nq14-004",,,America-US,cooking pots,assets/5d4bf312cf0b3a0f3f359718/5d4bf312cf0b3a0f3f359718.jpg
210,Cooking,holding food during cooking,wok,15,"Goldstein, M. C., & Beall, C. M. (1994). The changing world of Mongolia’s nomads. University of California Press. pp 146. https://ehrafworldcultures.yale.edu/document?id=ah01-017","Nimmo, H. (2000). Magosaha: an ethnology of the Tawi-Tawi Sama Dilaut. Ateneo de Manila University Press. pp 103. https://ehrafworldcultures.yale.edu/cultures/oa08/documents/003",,"Asia-Mongolia, Asia-Philippines",cooking pots,assets/5d4bef69cf0b3a0f3f35332e/5d4bef69cf0b3a0f3f35332e.jpg
211,Cooking,holding food during cooking,clay pot,1,"Evans-Pritchard, E. E. (Edward Evan). 1971. The Azande: History and Political Institutions. Oxford: Clarendon Press. https://ehrafworldcultures.yale.edu/document?id=fo07-068.",,,Africa-Congo,cooking pots,assets/5d4bee1ecf0b3a0f3f350df4/5d4bee1ecf0b3a0f3f350df4.jpg
212,Cooking,storing perishable food,refrigerator,308,"Condon, R. G. (Richard G. (1983). Inuit behavior and seasonal change in the Canadian Arctic. In Studies in cultural anthropology (p. 228). UMI Research Press. https://ehrafworldcultures.yale.edu/document?id=nd08-034",,,America-Canada,refrigerator,assets/5d4be053cf0b3a0f3f33906c/5d4be053cf0b3a0f3f33906c.jpg
213,Cooking,storing perishable food,cooler,7,"Chavez, L. R. (Leo R. (1998). Shadowed lives: undocumented immigrants in American society. In Case studies in cultural anthropology (pp. xvii, 222). Harcourt Brace College Publishers. pp 95. https://ehrafworldcultures.yale.edu/document?id=n007-036",,,America-US,refrigerator,assets/5d4bf316cf0b3a0f3f359782/5d4bf316cf0b3a0f3f359782.jpg
214,Cooking,storing perishable food,freezer,155,"Condon, R. G. (Richard G. (1983). Inuit behavior and seasonal change in the Canadian Arctic. In Studies in cultural anthropology (p. 228). UMI Research Press. https://ehrafworldcultures.yale.edu/document?id=nd08-034",,,America-Canada,freezer,assets/5d4bf178cf0b3a0f3f3568ec/5d4bf178cf0b3a0f3f3568ec.jpg
215,Cooking,storing perishable food,plastic bag,5,"Ries, N. (1997). Russian talk: culture and conversation during perestroika. Cornell University Press. pp 136.  https://ehrafworldcultures.yale.edu/document?id=rf10-093",,,Europe-Russia,refrigerator,assets/5d4bf2c2cf0b3a0f3f358da4/5d4bf2c2cf0b3a0f3f358da4.jpg
216,Cooking,storing perishable food,earthern pot,1,"Okere, L. C. (1980). Socio-economic and cultural aspects of food and food habits in rural Igboland. University Microfilms. pp 336. https://ehrafworldcultures.yale.edu/document?id=ff26-029","Courlander, H. (1987). The fourth world of the Hopis. University of New Mexico Press. pp 18. https://ehrafworldcultures.yale.edu/document?id=nt09-051",,"Africa-Nigeria, America-US",refrigerator,assets/5d4bf193cf0b3a0f3f356be8/5d4bf193cf0b3a0f3f356be8.jpg
217,Cooking,storing perishable food,rack,4,"Irimoto, T. (1981). Chipewyan ecology: group structure and caribou hunting system. In Senri Ethnological Studies (Issue 8, pp. 1, 2, 12, 196 , plsyrd). National Museum of Ethnology. pp 93. https://ehrafworldcultures.yale.edu/document?id=nd07-004",,,America-US,refrigerator,assets/5d4bed0ecf0b3a0f3f34eec2/5d4bed0ecf0b3a0f3f34eec2.jpg
218,Cooking,storing perishable food,basket,2,"Marshall, M. (1979). Weekend warriors: alcohol in a Micronesian culture. In Explorations in world ethnology (pp. xiv, 170). Mayfield Pub. Co. pp 151. https://ehrafworldcultures.yale.edu/document?id=or19-033",,,Oceania-Micronesia,refrigerator,assets/5d4beac4cf0b3a0f3f34b0c2/5d4beac4cf0b3a0f3f34b0c2.jpg
219,Cooking,serving and eating food,bowl,156,"Osgood, C. (1951). The Koreans and their culture. The Ronald Press Company. https://ehrafworldcultures.yale.edu/cultures/aa01/documents/022","Koch, G., & Schütze, F. (1955). The South Seas -- yesterday and today: cultural change among the Tongans and an attempt to interpret this development. In Kulturgeschichtliche Forschungen (p. HRAF Ms.: 1, 518 leaves [Original: 1-331, 352-359 ]). A. Limbach. https://ehrafworldcultures.yale.edu/document?id=ou09-100",,"Asia-Korea, Oceania-Tonga",plates,assets/5ec4f5433f62767d97a472a2/5ec4f5433f62767d97a472a2.jpg
220,Cooking,serving and eating food,plate,159,"Mair, L. P. (1934). An African people in the twentieth century. Routledge & Sons. pp 22.  https://ehrafworldcultures.yale.edu/document?id=fk07-001",,,Africa-Uganda,plates,assets/5d4be12ecf0b3a0f3f33a9a7/5d4be12ecf0b3a0f3f33a9a7.jpg
221,Cooking,serving and eating food,chopstick,4,"of Washington, F. E., of the University, R. I., Chang, K., Chang, P., Yin-t, Cheney, G., Crawford, R., Hsiung, H., Hsü, P., Lagaweir, E., Lo, J. P., Mann, A., Miller, R., Mostaert, A., Myers, R., Posch, U., Shih, Y. C., Wang, F., Wong, G., & Yang, M. (1956). A regional handbook of the Inner Mongolia Autonomous Region. In HRAF Subcontractor’s Monograph (pp. 2, 4, 555). pp 203. Human Relations Area Files. https://ehrafworldcultures.yale.edu/document?id=ah06-001",,,Asia-China,cutlery,assets/5d4bf415cf0b3a0f3f35b088/5d4bf415cf0b3a0f3f35b088.jpg
222,Cooking,serving and eating food,spoon,168,"Graham, David Crockett. “The Lolo of Szechuan Province, China.” American Anthropologist, vol. Vol. 32, no. 4, 1930, pp. 703–05, https://ehrafworldcultures.yale.edu/document?id=ae04-007.",,,Asia-China,cutlery,assets/5d4be544cf0b3a0f3f3419e0/5d4be544cf0b3a0f3f3419e0.JPG
223,Cooking,serving and eating food,knife,29,"Elliott, Henry Wood. “Report on the Seal Islands of Alaska.” Census Reports, Govt. Print. Off., 1884, p. 188, pp.76. https://ehrafworldcultures.yale.edu/cultures/na06/documents/041.",,,America-US,cutlery,assets/5d4bec4dcf0b3a0f3f34db32/5d4bec4dcf0b3a0f3f34db32.jpg
224,Cooking,serving and eating food,fork,103,"Elliott, Henry Wood. “Report on the Seal Islands of Alaska.” Census Reports, Govt. Print. Off., 1884, p. 188, pp.76. https://ehrafworldcultures.yale.edu/cultures/na06/documents/041.",,,America-US,cutlery,assets/5d4bf280cf0b3a0f3f3585a4/5d4bf280cf0b3a0f3f3585a4.jpg
225,Cooking,preparing food ingredients,knife,150,"Basden, George Thomas, and John Ralph Willis. 1966. Niger Ibos: A Description of the Primitive Life, Customs and Animistic Beliefs, Etc., of the Ibo People of Nigeria. London: Cass. https://ehrafworldcultures.yale.edu/document?id=ff26-007.",,,Africa-Nigeria,cooking utensils,assets/5d4be371cf0b3a0f3f33e48d/5d4be371cf0b3a0f3f33e48d.jpg
226,Cooking,preparing food ingredients,scissors,32,"Osgood, Cornelius. The Koreans and Their Culture. The Ronald Press Company, 1951, pp 85-86. https://ehrafworldcultures.yale.edu/cultures/aa01/documents/022.",,,Asia-Korea,cooking utensils,assets/5d4bf190cf0b3a0f3f356b96/5d4bf190cf0b3a0f3f356b96.jpg
227,Cooking,preparing food ingredients,sieve,11,"Métraux, Alfred. “The Guarani.” Bulletin, vol. 3, no. 143, Government Printing Office, 1948, pp. 69–94, pp 82. https://ehrafworldcultures.yale.edu/document?id=sm04-005.",,,America-Argentina,cooking utensils,assets/5d4beed9cf0b3a0f3f35226a/5d4beed9cf0b3a0f3f35226a.jpg
228,Cooking,preparing food ingredients,spoon,133,"Graham, David Crockett. “The Lolo of Szechuan Province, China.” American Anthropologist, vol. Vol. 32, no. 4, 1930, pp. 703–05, https://ehrafworldcultures.yale.edu/document?id=ae04-007.",,,Asia-China,cooking utensils,assets/5d4be8cecf0b3a0f3f34771c/5d4be8cecf0b3a0f3f34771c.jpg
229,Cooking,preparing food ingredients,blender,1,"Kavena, Juanita Tiger. Hopi Cookery. University of Arizona Press, 1980, pp 48. https://ehrafworldcultures.yale.edu/document?id=nt09-046.",,,America-US,cooking utensils,assets/5d4bef9dcf0b3a0f3f353832/5d4bef9dcf0b3a0f3f353832.jpg
230,Cooking,preparing food ingredients,chopstick,1,"of Washington, F. E., of the University, R. I., Chang, K., Chang, P., Yin-t, Cheney, G., Crawford, R., Hsiung, H., Hsü, P., Lagaweir, E., Lo, J. P., Mann, A., Miller, R., Mostaert, A., Myers, R., Posch, U., Shih, Y. C., Wang, F., Wong, G., & Yang, M. (1956). A regional handbook of the Inner Mongolia Autonomous Region. In HRAF Subcontractor’s Monograph (pp. 2, 4, 555). pp 203. Human Relations Area Files. https://ehrafworldcultures.yale.edu/document?id=ah06-001",,,Asia-China,cooking utensils,assets/5d4bf13bcf0b3a0f3f356332/5d4bf13bcf0b3a0f3f356332.jpg
231,Cooking,preparing food ingredients,bowl,17,"Halpern, J. M. (1967). A Serbian village. In Harper colophon books (pp. xxvi, 358). Harper & Row. pp 217. https://ehrafworldcultures.yale.edu/document?id=ef06-025",,,Europe-Serbia,cooking utensils,assets/5d4bef23cf0b3a0f3f352b06/5d4bef23cf0b3a0f3f352b06.jpg
232,Cooking,preparing food ingredients,mallet,1,"Cornell, John B. Matsunagi: The Life and Social Organization of a Japanese Mountain Community. University Microfilms International, 1953, pp 367. https://ehrafworldcultures.yale.edu/document?id=ab43-008.",,,Asia-Japan,cooking utensils,assets/5d4bf01ccf0b3a0f3f354680/5d4bf01ccf0b3a0f3f354680.jpg
233,Cooking,preparing food ingredients,paddle,1,"Gifford, Edward Winslow. The Coast Yuki. Sacramento Anthropological Society, Sacramento State College, 1965, pp 24. https://ehrafworldcultures.yale.edu/document?id=ns30-003.",,,America-US,cooking utensils,assets/5d4bf329cf0b3a0f3f35996a/5d4bf329cf0b3a0f3f35996a.jpg
234,Cooking,preparing food ingredients,ladle,10,"Nambiar, P. K., and T. B. Bharathi. “Kanakagiri.” Census of India 1961, vol. Vol. 9, no. 6, Manager of Publications, 1964, pp. viii, 117,  pp 24-b. https://ehrafworldcultures.yale.edu/document?id=aw16-016.",,,Asia-India,cooking,assets/5fd043cef2d9500e435927db/d66ce44a8a38812e7ec8d97f1bfab4bb/previews/1024_01.jpg
235,Cooking,preparing food ingredients,cutting board,38,"De Laguna, Frederica. “Under Mount Saint Elias: The History and Culture of the Yakutat Tlingit.” Smithsonian Contributions to Anthropology, vol. 7, Smithsonian Institution Press; [for sale by the Supt. of Docs., U.S. Govt. Print. Off.], 1972, p. 3 v. [i-xxiv, 1-548 ; xxix–xli, 549-914 ; xlvii–xlix, 915-1395 ], plates, pp 400-b. https://ehrafworldcultures.yale.edu/document?id=na12-020.",,,America-US,"cooking, chopping, cutting food ingredients",assets/5fd02c2ca8444d0db97b4133/1dc57c3b6ff741fcb7fbd10ce44e3bff/previews/1024_01.jpg
236,Cooking,preparing food ingredients,spatula,34,"Kavvadias, GeŌrgios V., and Frieda Schütze. “Mediterranean Pastoral Nomads: The Sarakatsani of Greece.” Collection Sciences Humaines Appliquées, Gauthier-Villars, 1965, p. HRAF MS: ii, 498  [original: x, 444 ], pp 125. https://ehrafworldcultures.yale.edu/document?id=eh01-013.",,,Europe-Greece,cooking,assets/5fd02c89a8444d0db97b43d0/70127af3a063ccaf858383d580fd4aa4/previews/1024_01.jpg
237,Maintaining a diurnal cycle,sleeping,bed,810,"Skinner, Elliott P. (Elliott Percival). 1974. African Urban Life: The Transformation of Ouagadougou. Princeton, N.J.: Princeton University Press. https://ehrafworldcultures.yale.edu/document?id=fa28-013.",,,Africa-Burkina Faso,bedroom,assets/5d4be7f9cf0b3a0f3f346615/5d4be7f9cf0b3a0f3f346615.jpg
238,Maintaining a diurnal cycle,sleeping,bedspread,1,"Ramanathan, J. R., & Machado, J. T. (1964). Village survey report on Thadagam. In Census of India 1961: Vol. Vol. 9 (pp. x, 154). Manager of Publications. https://ehrafworldcultures.yale.edu/document?id=aw16-026",,,Asia-India,bedroom,assets/5d4be70ccf0b3a0f3f344cc4/5d4be70ccf0b3a0f3f344cc4.jpg
239,Maintaining a diurnal cycle,sleeping,crib,13,"Clark, Donald Woodforde. “Koniag Prehistory: Archaeological Investigations at Late Prehistoric Sites on Kodiak Island, Alaska.” Tübinger Monographien Zur Urgeschichte, W. Kohlhammer, 1974, pp. ix, 271, pp 127-b. https://ehrafworldcultures.yale.edu/document?id=na10-008.",,,America-US,bedroom,assets/5d4be1aacf0b3a0f3f33b717/5d4be1aacf0b3a0f3f33b717.jpg
240,Maintaining a diurnal cycle,sleeping,couch,24,"Koltyk, Jo Ann. “New Pioneers in the Heartland: Hmong Life in Wisconsin.” New Immigrants Series, Allyn and Bacon, 1998, pp. xiv, 146, pp 50. https://ehrafworldcultures.yale.edu/document?id=n009-034.",,,America-US,bedroom,assets/5ec4fc16f0611d7ddd742d8b/5ec4fc16f0611d7ddd742d8b.jpg
241,Maintaining a diurnal cycle,sleeping,sleeping bag,2,"Ramanathan, J. R., & Machado, J. T. (1964). Village survey report on Thadagam. In Census of India 1961: Vol. Vol. 9 (pp. x, 154). Manager of Publications. https://ehrafworldcultures.yale.edu/document?id=aw16-026",,,Asia-India,bedroom,assets/5d4bf2a0cf0b3a0f3f35898e/5d4bf2a0cf0b3a0f3f35898e.jpg
242,Maintaining a diurnal cycle,sleeping,mattress,8,"Skinner, Elliott P. (Elliott Percival). 1974. African Urban Life: The Transformation of Ouagadougou. Princeton, N.J.: Princeton University Press. https://ehrafworldcultures.yale.edu/document?id=fa28-013.",,,Africa-Burkina Faso,bedroom,assets/5d4be7b9cf0b3a0f3f345f76/5d4be7b9cf0b3a0f3f345f76.jpg
243,Maintaining a diurnal cycle,sleeping,hammock,13,"Gillin, John. “The Barama River Caribs of British Guiana.” Papers of the Peabody Museum of American Archaeology and Ethnology, vol. 14, no. 2, The Museum, 1936, pp. xiv, 274 , 30 plates, pp 39. https://ehrafworldcultures.yale.edu/document?id=sr09-001.",,,America-Guyana,bedroom,assets/5d4bef00cf0b3a0f3f3526fc/5d4bef00cf0b3a0f3f3526fc.jpg
244,Maintaining a diurnal cycle,sleeping,blanket,21,"Jochelson, Waldemar. “The Koryak.” Publications of the Jesup North Pacific Expedition, vol. x, E. J. Bril ; G. E. Stechert, 1905–1908, pp. xv, 842, pp 601. https://ehrafworldcultures.yale.edu/document?id=ry04-001.",,,Asia-Russia,bedroom,assets/5d4bf2afcf0b3a0f3f358b48/5d4bf2afcf0b3a0f3f358b48.jpg
245,Maintaining a diurnal cycle,sleeping,mat,23,"Skinner, Elliott P. (Elliott Percival). 1974. African Urban Life: The Transformation of Ouagadougou. Princeton, N.J.: Princeton University Press. https://ehrafworldcultures.yale.edu/document?id=fa28-013.",,,Africa-Burkina Faso,bed,assets/5d4bf041cf0b3a0f3f3549f6/5d4bf041cf0b3a0f3f3549f6.jpg
246,Maintaining a diurnal cycle,sleeping,carpet,6,"Mortensen, Inge Demant, et al. Nomads of Luristan: History, Material Culture, and Pastoralism in Western Iran. Thames and Hudson ; Rhodos International Science and Art Publishers, 1993, pp 228. https://ehrafworldcultures.yale.edu/document?id=ma12-004.",,,Asia-Iran,bed kids,assets/5d4bf0efcf0b3a0f3f355c10/5d4bf0efcf0b3a0f3f355c10.jpg
247,Maintaining a diurnal cycle,sleeping,pillow,12,"Smith, Edwin William and Dale, Andrew Murray, d. 1919. The Ila-Speaking Peoples of Northern Rhodesia: Vol. 1. MacMillan and Co., 1920, pp 81. https://ehrafworldcultures.yale.edu/document?id=fq06-001.",,,Africa-Zambia,bed kids,assets/5d4bf0aacf0b3a0f3f355498/5d4bf0aacf0b3a0f3f355498.jpg
248,Maintaining a diurnal cycle,sleeping,charpai,2,"LeVine, Robert Alan, and Barbara B. (Barbara Bloom) Lloyd. “Nyansongo: A Gusii Community in Kenya.” Six Cultures Series, vol. v. 2, Wiley, 1966, pp. xxxv, 204, pp 139. https://ehrafworldcultures.yale.edu/document?id=fl08-005.",,,Africa-Kenya,guest bed,assets/5ec4f812f0611d7ddd740ba0/5ec4f812f0611d7ddd740ba0.jpg
249,Maintaining a diurnal cycle,keeping time,clock,175,"Hilger, M. Inez (Mary Inez). A Social Study of One Hundred Fifty Chippewa Indian Families of the White Earth Reservation of Minnesota. The Catholic University of America Press, 1939, pp 152. https://ehrafworldcultures.yale.edu/document?id=ng06-012.",,,America-US,wall clock,assets/5d4bee89cf0b3a0f3f35193e/5d4bee89cf0b3a0f3f35193e.jpg
250,Maintaining a diurnal cycle,waking up and keeping time,smartphone,28,"Crabb, P. B. (2003). Technology and self-regulation: The case of alarm clock use. Social Behavior and Personality: an international journal, 31(4), 343-347.",,,General,alarm clock,assets/5fd036dbf2d9500e4358d5c9/8d4bca543fcd48d49960a4a1cf3735c8/previews/1024_01.jpg
251,Maintaining a diurnal cycle,waking up and keeping time,alarm clock,3,"Hallowell, A. Irving (Alfred Irving), and Jennifer S. H. Brown. “The Ojibwa of Berens River, Manitoba: Ethnography into History.” Case Studies in Cultural Anthropology, Harcourt Brace Jovanovich College Publishers, 1991, pp. xx, 128, pp 8. https://ehrafworldcultures.yale.edu/document?id=ng06-058.",,,America-US,alarm clock,assets/5fd0497ef2d9500e43594e4d/2000e24a6ba5621089c7f860324bf39b/previews/1024_01.jpg
252,Maintaining a diurnal cycle,keeping time,watch,118,"Robbins, Michael C., and Philip L. Kilbride. “Microtechnology in Rural Buganda.” Technology and Social Change, Waveland Press, 1987, pp. 244–67, pp 260. https://ehrafworldcultures.yale.edu/document?id=fk07-021.",,,Africa-Uganda,arm watch,assets/5d4bee88cf0b3a0f3f351924/5d4bee88cf0b3a0f3f351924.jpg
253,Adjusting to the environment,seating,stool,15,"Sarbah, John Mensah. Fanti Customary Laws: A Brief Introduction to the Principles of the Native Laws and Customs of the Fanti and Akan Districts of the Gold Coast, with a Report of Some Cases Thereon Decided in the Law Courts. William Clowes and Sons, 1904, pp 61. https://ehrafworldcultures.yale.edu/document?id=fe12-018.",,,Africa-Ghana,armchair,assets/5d4bef7dcf0b3a0f3f35358a/5d4bef7dcf0b3a0f3f35358a.jpg
254,Adjusting to the environment,seating,chair,297,"Roberts, John M. (John Milton). “Zuni Daily Life.” Monograph ; Note Book, no. 2, Laboratory of Anthropology, University of Nebraska, 1956, p. HRAF pagination: 1A-137B, pp 40-A. https://ehrafworldcultures.yale.edu/document?id=nt23-002.",,,Africa-Ghana,armchair,assets/5d4be159cf0b3a0f3f33aea9/5d4be159cf0b3a0f3f33aea9.jpg
255,Adjusting to the environment,seating,couch,205,"Pearson, Lu Emily. Elizabethans at Home. Stanford University Press, 1957, pp 359. https://ehrafworldcultures.yale.edu/document?id=es14-010.",,,Europe-Britain,armchair,assets/5d4be6b9cf0b3a0f3f34430a/5d4be6b9cf0b3a0f3f34430a.JPG
256,Adjusting to the environment,seating,rocking chair,3,"Iannucci, Susan. “Contemporary Italo-Canadian Literature.” Arrangiarsi : The Italian Immigration Experience on Canada, Guernica Editions, 1992, pp. 209–27, pp 220. https://ehrafworldcultures.yale.edu/document?id=nc06-023.",,,America-US,armchair,assets/5d4be058cf0b3a0f3f3390f2/5d4be058cf0b3a0f3f3390f2.jpg
257,Adjusting to the environment,seating,bench,48,"Benet, Sula, and Sula Benet. The Village of Viriatino: An Ethnographic Study of a Russian Village from before the Revolution to the Present. Anchor Books, 1970, pp 141. https://ehrafworldcultures.yale.edu/cultures/rf10/documents/086.",,,Europe-Russia,armchair,assets/5d4be71acf0b3a0f3f344e60/5d4be71acf0b3a0f3f344e60.jpg
258,Adjusting to the environment,seating,massage chair,1,"Baek, J. Y., Lee, E., Gil, B., Jung, H. W., & Jang, I. Y. (2022). Clinical effects of using a massage chair on stress measures in adults: a pilot randomized controlled trial. Complementary Therapies in Medicine, 66, 102825.",,,General,armchair,assets/5d4be812cf0b3a0f3f3468cb/5d4be812cf0b3a0f3f3468cb.jpg
259,Adjusting to the environment,seating,bean bag chair,1,"Nishida, M., Ichinose, A., Murata, Y., & Shioda, K. (2022). Effect of napping on a bean bag chair on sleep stage, muscle activity, and heart rate variability. PeerJ, 10, e13284.",,,General,armchair,assets/5ed7c9b3b323616e5f9eb585/5ed7c9b3b323616e5f9eb585.jpg
260,Adjusting to the environment,seating,mat,2,"Skrefsrud, Lars Olsen, et al. “Traditions and Institutions of the Santals.” Bulletin, Oslo Etnografiske Museum, 1942, pp. viii, 198, pp 34. https://ehrafworldcultures.yale.edu/cultures/aw42/documents/002.",,,Asia-Bangladesh,couch,assets/5d4bf040cf0b3a0f3f3549d4/5d4bf040cf0b3a0f3f3549d4.jpg
261,Adjusting to the environment,cooling living spaces,window,33,"Madan, T. N. Family and Kinship: A Study of the Pandits of Rural Kashmir. Oxford University Press, 1989, pp 43. https://ehrafworldcultures.yale.edu/cultures/av04/documents/009.",,,Asia-India,source of cool,assets/5d4be7edcf0b3a0f3f3464b7/5d4be7edcf0b3a0f3f3464b7.jpg
262,Adjusting to the environment,cooling living spaces,fan,142,"Dickson, H. R. P. (Harold Richard Patrick). The Arab of the Desert : A Glimpse into Badawin Life in Kuwait and Sau’di Arabia. George Allen & Unwin Ltd., 1951, pp 258. https://ehrafworldcultures.yale.edu/document?id=mj04-001.",,,Asia-Saudi Arabia,source of cool,assets/5edf891212a0221e1b87dc17/5edf891212a0221e1b87dc17.jpg
263,Adjusting to the environment,cooling living spaces,air conditioner,65,"Yu, B. F., Hu, Z. B., Liu, M., Yang, H. L., Kong, Q. X., & Liu, Y. H. (2009). Review of research on air-conditioning systems and indoor air quality control for human health. International journal of refrigeration, 32(1), 3-20.",,,General,source of cool,assets/5d4bf17dcf0b3a0f3f356992/5d4bf17dcf0b3a0f3f356992.jpg
264,Adjusting to the environment,cooling living spaces,vent,4,"Murphy, Yolanda, and Robert Francis Murphy. Women of the Forest. Columbia University Press, 1985, pp 139.  https://ehrafworldcultures.yale.edu/document?id=sq13-016.",,,America-Brazil,source of cool,assets/5ec4f832f0611d7ddd740cb1/5ec4f832f0611d7ddd740cb1.JPG
265,Adjusting to the environment,cooling living spaces,hand fan,2,"Roy, Manisha. Bengali Women. University of Chicago Press, 1975, pp 95. https://ehrafworldcultures.yale.edu/document?id=aw69-006.",,,Asia-Bangladesh,source of cool,assets/5ec4f802f0611d7ddd740b21/5ec4f802f0611d7ddd740b21.jpg
266,Adjusting to the environment,cooling living spaces,bladeless fan,1,"Jafari, M., Afshin, H., Farhanieh, B., & Bozorgasareh, H. (2014). Numerical aerodynamic evaluation and noise investigation of a bladeless fan. Journal of Applied Fluid Mechanics, 8(1), 133-142.",,,General,source of cool,assets/5fd02c1ba8444d0db97b40df/720a8812a4407d22116e05cba40f3320/previews/1024_01.jpg
267,Adjusting to the environment,providing light,chandelier,32,"Pearson, Lu Emily. Elizabethans at Home. Stanford University Press, 1957, pp 37. https://ehrafworldcultures.yale.edu/document?id=es14-010.","Gutmann, B., Goodenough, W. H., & Crawford, D. (1932). The tribal teachings of the Chagga. In Arbeiten zur Entwicklungspsychologie (Vol. 1, p. HRAF ms: xv, 404 [Original: xvi, 671 ]). C. H. Beck’sche Verlagsbuchhandlung. https://ehrafworldcultures.yale.edu/document?id=fn04-003",,"Europe-Britain, Africa-Tanzania",light source in kitchen,assets/5d4be739cf0b3a0f3f3450f8/5d4be739cf0b3a0f3f3450f8.jpg
268,Adjusting to the environment,providing light,light bulb,108,"Barnett, William Kester. An Ethnographic Description of Sanlei Ts’un, Taiwan, with Emphasis on Women’s Roles: Overcoming Research Problems Caused by the Presence of a Great Tradition. University Microfilms, 1971, pp 487.  https://ehrafworldcultures.yale.edu/document?id=ad05-004.","Pasternak, B., & Salaff, J. W. (1993). Cowboys and cultivators: the Chinese of Inner Mongolia. Westview Press. https://ehrafworldcultures.yale.edu/document?id=ah06-018",,"Asia-Taiwan, Asia-China",light source in kitchen,assets/5d4befa2cf0b3a0f3f3538cc/5d4befa2cf0b3a0f3f3538cc.jpg
269,Adjusting to the environment,providing light,lamp,86,"Roberts, John M. (John Milton). “Three Navaho Households: A Comparative Study in Small Group Culture.” Reports of the Ramah Project ; Papers, vol. v. 40, no. 3, Published by the Museum, 1951, pp. xiii, 87 , plates, pp 39. https://ehrafworldcultures.yale.edu/document?id=nt13-217.","Evans, E. E. (Emyr E. (1957). Irish folk ways. Routledge and Paul. https://ehrafworldcultures.yale.edu/document?id=er06-013",,"America-US, Europe-Ireland",light source in kitchen,assets/5d4bed75cf0b3a0f3f34fa7a/5d4bed75cf0b3a0f3f34fa7a.jpg
270,Adjusting to the environment,providing light,fluorescent light,8,"Perry, Richard John. Apache Reservation: Indigenous Peoples and the American State. University of Texas Press, 1993, pp 98. https://ehrafworldcultures.yale.edu/document?id=nt21-056.",,,America-US,light source in kitchen,assets/5d4bedcfcf0b3a0f3f3504ca/5d4bedcfcf0b3a0f3f3504ca.jpg
271,Adjusting to the environment,providing light,oil lamp,14,"Koch, G., & Schütze, F. (1955). The South Seas -- yesterday and today: cultural change among the Tongans and an attempt to interpret this development. In Kulturgeschichtliche Forschungen (p. HRAF Ms.: 1, 518 leaves [Original: 1-331, 352-359 ]). A. Limbach. https://ehrafworldcultures.yale.edu/document?id=ou09-100",,,Oceania-Tonga,light source in kitchen,assets/5d4becdecf0b3a0f3f34e97c/5d4becdecf0b3a0f3f34e97c.jpg
272,Adjusting to the environment,providing light,skylight,2,"Taylor, Robert Bartley. Teotilan Del Valle: A Typical Mesoamerican Community. University Microfilms, 1979, pp 24. https://ehrafworldcultures.yale.edu/document?id=nu44-011.",,,America-US,light source in kitchen,assets/5d4be818cf0b3a0f3f34698f/5d4be818cf0b3a0f3f34698f.jpg
273,Adjusting to the environment,providing light,led light,1,"Pimputkar, S., Speck, J. S., DenBaars, S. P., & Nakamura, S. (2009). Prospects for LED lighting. Nature photonics, 3(4), 180-182.",,,General,light source in kitchen,assets/5d4bf36fcf0b3a0f3f35a04e/5d4bf36fcf0b3a0f3f35a04e.jpg
274,Adjusting to the environment,providing light,lantern,14,"Hilger, M. Inez (Mary Inez). “Chippewa Child Life and Its Cultural Background.” Bulletin, no. 146, U.S.  Govt. Print. Off., 1951, pp. xiv, 204, pp 123. https://ehrafworldcultures.yale.edu/document?id=ng06-015.","Graham, D. C., & Ts. (1937). The ceremonies of the Ch’uan Miao. Journal of the West China Border Research Society, Vol. 9, 1–2, 71–119. https://ehrafworldcultures.yale.edu/document?id=ae05-009",,"America-US, Asia-China",light source in livingroom,assets/5ec4fc47f0611d7ddd742f2a/5ec4fc47f0611d7ddd742f2a.jpg
275,Adjusting to the environment,providing light,flashlight,15,"Lambrecht, Francis. “The Mayawyaw Ritual: VII. Hunting and Its Ritual.” Journal of East Asiatic Studies, vol. Vol. 6, no. 1, 1957, pp. 1–28, pp 27. https://ehrafworldcultures.yale.edu/document?id=oa19-025.",,,Asia-Philippines,light source in livingroom,assets/5d4bf399cf0b3a0f3f35a4c8/5d4bf399cf0b3a0f3f35a4c8.jpg
276,Adjusting to the environment,providing light,fire,11,"Friedl, E. (1963). Vasilika: a village in modern Greece. In Case studies in cultural anthropology (pp. 18, 110). Holt, Rinehart and Winston. https://ehrafworldcultures.yale.edu/document?id=eh01-002",,,Europe-Greece,light source in livingroom,assets/5d4bf440cf0b3a0f3f35b516/5d4bf440cf0b3a0f3f35b516.jpg
